Tax Year,Credit Type,Place of Residence,County,Notes,Number of Claims,Credit Amount Claimed ($000),Average Credit,Place of Residence Sort Order
2013,NYS Noncustodial Parent EITC,Orleans,Orleans,,38,17,460,40
2013,NYS Noncustodial Parent EITC,Oswego,Oswego,,102,52,514,41
2013,NYS Noncustodial Parent EITC,Otsego,Otsego,,58,27,460,42
2013,NYS Noncustodial Parent EITC,Putnam,Putnam,d/,,,577,43
2013,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,102,53,521,44
2013,NYS Noncustodial Parent EITC,Rockland,Rockland,,41,21,506,45
2013,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,117,62,534,46
2013,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,113,52,459,47
2013,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,94,43,456,48
2013,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,21,10,475,49
2013,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,19,10,523,50
2013,NYS Noncustodial Parent EITC,Seneca,Seneca,,41,25,607,51
2013,NYS Noncustodial Parent EITC,Steuben,Steuben,,119,67,561,52
2013,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,245,122,496,53
2013,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,38,20,520,54
2013,NYS Noncustodial Parent EITC,Tioga,Tioga,,39,18,455,55
2013,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,68,35,510,56
2013,NYS Noncustodial Parent EITC,Ulster,Ulster,,87,46,524,57
2013,NYS Noncustodial Parent EITC,Warren,Warren,,80,41,510,58
2013,NYS Noncustodial Parent EITC,Washington,Washington,,51,26,502,59
2013,NYS Noncustodial Parent EITC,Wayne,Wayne,,83,40,477,60
2013,NYS Noncustodial Parent EITC,Westchester,Westchester,,122,60,493,61
2013,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,38,19,511,62
2013,NYS Noncustodial Parent EITC,Yates,Yates,,12,5,428,63
2013,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,d/,,,922,64
2013,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,7202,3594,499,65
2012,NYC EITC,New York City - Bronx,Bronx,,192687,22797,118,1
2012,NYC EITC,New York City - Kings,Kings,,296851,33746,114,2
2012,NYC EITC,New York City - Manhattan,Manhattan,,126880,11899,94,3
2012,NYC EITC,New York City - Queens,Queens,,240063,24234,101,4
2012,NYC EITC,New York City - Richmond,Richmond,,28448,2969,104,5
2012,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,6156,699,113,7
2012,NYC EITC,All Other *,Not Applicable,,7862,534,68,9
2012,NYC EITC,Grand Total,Grand Total,,898947,96877,108,65
2012,NYS EITC,New York City - Bronx,Bronx,,188620,131690,698,1
2012,NYS EITC,New York City - Kings,Kings,,288198,195138,677,2
2012,NYS EITC,New York City - Manhattan,Manhattan,,122973,68993,561,3
2012,NYS EITC,New York City - Queens,Queens,,232672,139767,601,4
2012,NYS EITC,New York City - Richmond,Richmond,,27586,17176,623,5
2012,NYS EITC,Albany,Albany,,19116,11388,596,7
2012,NYS EITC,Allegany,Allegany,,3511,2243,639,8
2012,NYS EITC,Broome,Broome,,14880,9254,622,9
2012,NYS EITC,Cattaraugus,Cattaraugus,,6521,4207,645,10
2012,NYS EITC,Cayuga,Cayuga,,5798,3568,615,11
2012,NYS EITC,Chautauqua,Chautauqua,,11028,7203,653,12
2012,NYS EITC,Chemung,Chemung,,7148,4611,645,13
2012,NYS EITC,Chenango,Chenango,,4108,2613,636,14
2012,NYS EITC,Clinton,Clinton,,5505,3240,588,15
2012,NYS EITC,Columbia,Columbia,,4009,2296,573,16
2012,NYS EITC,Cortland,Cortland,,3581,2245,627,17
2012,NYS EITC,Delaware,Delaware,,3438,2178,633,18
2012,NYS EITC,Dutchess,Dutchess,,14159,8098,572,19
2012,NYS EITC,Erie,Erie,,62147,39502,636,20
2012,NYS EITC,Essex,Essex,,2656,1549,583,21
2012,NYS EITC,Franklin,Franklin,,3901,2528,648,22
2012,NYS EITC,Fulton,Fulton,,4789,3015,630,23
2012,NYS EITC,Genesee,Genesee,,3965,2375,599,24
2012,NYS EITC,Greene,Greene,,3130,1834,586,25
2012,NYS EITC,Hamilton,Hamilton,,329,203,617,26
2012,NYS EITC,Herkimer,Herkimer,,4920,3117,633,27
2012,NYS EITC,Jefferson,Jefferson,,8129,5267,648,28
2012,NYS EITC,Lewis,Lewis,,2000,1267,634,29
2012,NYS EITC,Livingston,Livingston,,3829,2325,607,30
2012,NYS EITC,Madison,Madison,,4687,2946,628,31
2012,NYS EITC,Monroe,Monroe,,53713,34525,643,32
2012,NYS EITC,Montgomery,Montgomery,,4542,2999,660,33
2012,NYS EITC,Nassau,Nassau,,63913,37890,593,34
2012,NYS EITC,Niagara,Niagara,,15407,9393,610,35
2012,NYS EITC,Oneida,Oneida,,18432,12327,669,36
2012,NYS EITC,Onondaga,Onondaga,,33393,21623,648,37
2012,NYS EITC,Ontario,Ontario,,6757,4075,603,38
2012,NYS EITC,Orange,Orange,,23116,16402,710,39
2012,NYS EITC,Orleans,Orleans,,3120,1997,640,40
2012,NYS EITC,Oswego,Oswego,,9538,6052,635,41
2012,NYS EITC,Otsego,Otsego,,4093,2423,592,42
2012,NYS EITC,Putnam,Putnam,,3206,1580,493,43
2012,NYS EITC,Rensselaer,Rensselaer,,10043,6174,615,44
2012,NYS EITC,Rockland,Rockland,,18136,14469,798,45
2012,NYS EITC,St. Lawrence,St. Lawrence,,7869,5172,657,46
2012,NYS EITC,Saratoga,Saratoga,,10549,5960,565,47
2012,NYS EITC,Schenectady,Schenectady,,11574,7496,648,48
2012,NYS EITC,Schoharie,Schoharie,,2154,1271,590,49
2012,NYS EITC,Schuyler,Schuyler,,1349,826,613,50
2012,NYS EITC,Seneca,Seneca,,2466,1523,618,51
2012,NYS EITC,Steuben,Steuben,,7516,4782,636,52
2012,NYS EITC,Suffolk,Suffolk,,79037,47980,607,53
2012,NYS EITC,Sullivan,Sullivan,,6191,4092,661,54
2012,NYS EITC,Tioga,Tioga,,3620,2300,635,55
2012,NYS EITC,Tompkins,Tompkins,,4982,2799,562,56
2012,NYS EITC,Ulster,Ulster,,11371,6459,568,57
2012,NYS EITC,Warren,Warren,,4904,2835,578,58
2012,NYS EITC,Washington,Washington,,4665,2939,630,59
2012,NYS EITC,Wayne,Wayne,,6749,4269,632,60
2012,NYS EITC,Westchester,Westchester,,46816,28610,611,61
2012,NYS EITC,Wyoming,Wyoming,,2474,1466,593,62
2012,NYS EITC,Yates,Yates,,1759,1103,627,63
2012,NYS EITC,All Other *,Not Applicable,,31723,7972,251,64
2012,NYS EITC,Grand Total,Grand Total,,1582510,993619,628,65
2012,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,443,208,470,1
2012,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,615,284,462,2
2012,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,310,150,483,3
2012,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,456,218,478,4
2012,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,56,25,448,5
2012,NYS Noncustodial Parent EITC,Albany,Albany,,208,95,456,7
2012,NYS Noncustodial Parent EITC,Allegany,Allegany,,45,25,559,8
2012,NYS Noncustodial Parent EITC,Broome,Broome,,199,93,468,9
2012,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,105,53,504,10
2012,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,98,39,401,11
2012,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,163,84,513,12
2012,NYS Noncustodial Parent EITC,Chemung,Chemung,,106,56,527,13
2012,NYS Noncustodial Parent EITC,Chenango,Chenango,,76,32,427,14
2012,NYS Noncustodial Parent EITC,Clinton,Clinton,,95,40,417,15
2012,NYS Noncustodial Parent EITC,Columbia,Columbia,,40,19,464,16
2012,NYS Noncustodial Parent EITC,Cortland,Cortland,,69,36,522,17
2012,NYS Noncustodial Parent EITC,Delaware,Delaware,,39,16,413,18
2012,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,88,42,478,19
2012,NYS Noncustodial Parent EITC,Erie,Erie,,611,286,467,20
2012,NYS Noncustodial Parent EITC,Essex,Essex,,27,13,469,21
2012,NYS Noncustodial Parent EITC,Franklin,Franklin,,47,22,464,22
2012,NYS Noncustodial Parent EITC,Fulton,Fulton,,48,25,526,23
2012,NYS Noncustodial Parent EITC,Genesee,Genesee,,70,33,475,24
2012,NYS Noncustodial Parent EITC,Greene,Greene,,38,19,498,25
2012,NYS Noncustodial Parent EITC,Hamilton,Hamilton,d/,,,270,26
2012,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,54,22,416,27
2012,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,96,47,486,28
2012,NYS Noncustodial Parent EITC,Lewis,Lewis,,27,11,407,29
2012,NYS Noncustodial Parent EITC,Livingston,Livingston,,54,26,490,30
2012,NYS Noncustodial Parent EITC,Madison,Madison,,61,30,494,31
2012,NYS Noncustodial Parent EITC,Monroe,Monroe,,470,217,463,32
2012,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,59,31,519,33
2012,NYS Noncustodial Parent EITC,Nassau,Nassau,,108,50,465,34
2012,NYS Noncustodial Parent EITC,Niagara,Niagara,,195,95,489,35
2012,NYS Noncustodial Parent EITC,Oneida,Oneida,,178,90,505,36
2012,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,337,165,489,37
2012,NYS Noncustodial Parent EITC,Ontario,Ontario,,81,37,455,38
2012,NYS Noncustodial Parent EITC,Orange,Orange,,103,48,461,39
2012,NYS Noncustodial Parent EITC,Orleans,Orleans,,31,12,399,40
2012,NYS Noncustodial Parent EITC,Oswego,Oswego,,119,55,461,41
2012,NYS Noncustodial Parent EITC,Otsego,Otsego,,41,19,456,42
2012,NYS Noncustodial Parent EITC,Putnam,Putnam,d/,,,411,43
2012,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,121,57,470,44
2012,NYS Noncustodial Parent EITC,Rockland,Rockland,,37,16,440,45
2012,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,104,52,504,46
2012,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,133,62,468,47
2012,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,106,48,455,48
2012,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,24,14,566,49
2012,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,23,11,481,50
2012,NYS Noncustodial Parent EITC,Seneca,Seneca,,40,22,562,51
2012,NYS Noncustodial Parent EITC,Steuben,Steuben,,125,60,479,52
2012,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,242,107,441,53
2012,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,41,19,452,54
2012,NYS Noncustodial Parent EITC,Tioga,Tioga,,38,18,467,55
2012,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,71,35,496,56
2012,NYS Noncustodial Parent EITC,Ulster,Ulster,,94,44,469,57
2012,NYS Noncustodial Parent EITC,Warren,Warren,,73,36,492,58
2012,NYS Noncustodial Parent EITC,Washington,Washington,,55,28,504,59
2012,NYS Noncustodial Parent EITC,Wayne,Wayne,,105,46,436,60
2012,NYS Noncustodial Parent EITC,Westchester,Westchester,,121,54,449,61
2012,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,38,19,488,62
2012,NYS Noncustodial Parent EITC,Yates,Yates,,27,14,508,63
2012,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,d/,,,634,64
2012,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,7695,3634,472,65
2011,NYC EITC,New York City - Bronx,Bronx,,196819,23017,117,1
2011,NYC EITC,New York City - Kings,Kings,,299352,33660,112,2
2011,NYC EITC,New York City - Manhattan,Manhattan,,121282,11179,92,3
2011,NYC EITC,New York City - Queens,Queens,,244512,24806,101,4
2011,NYC EITC,New York City - Richmond,Richmond,,29000,3018,104,5
2011,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,9115,1000,110,7
2011,NYC EITC,All Other *,Not Applicable,,5441,308,57,9
2011,NYC EITC,Grand Total,Grand Total,,905521,96989,107,65
2011,NYS EITC,New York City - Bronx,Bronx,,193128,132961,688,1
2011,NYS EITC,New York City - Kings,Kings,,291362,194672,668,2
2011,NYS EITC,New York City - Manhattan,Manhattan,,117114,64405,550,3
2011,NYS EITC,New York City - Queens,Queens,,237672,143182,602,4
2011,NYS EITC,New York City - Richmond,Richmond,,28250,17468,618,5
2011,NYS EITC,Albany,Albany,,18779,10928,582,7
2011,NYS EITC,Allegany,Allegany,,3575,2240,627,8
2011,NYS EITC,Broome,Broome,,14667,8873,605,9
2011,NYS EITC,Cattaraugus,Cattaraugus,,6655,4209,632,10
2011,NYS EITC,Cayuga,Cayuga,,5550,3362,606,11
2011,NYS EITC,Chautauqua,Chautauqua,,11032,7060,640,12
2011,NYS EITC,Chemung,Chemung,,7215,4530,628,13
2011,NYS EITC,Chenango,Chenango,,4367,2719,623,14
2011,NYS EITC,Clinton,Clinton,,5627,3245,577,15
2011,NYS EITC,Columbia,Columbia,,4107,2312,563,16
2011,NYS EITC,Cortland,Cortland,,3681,2229,606,17
2011,NYS EITC,Delaware,Delaware,,3344,2036,609,18
2011,NYS EITC,Dutchess,Dutchess,,14232,8008,563,19
2011,NYS EITC,Erie,Erie,,62119,38380,618,20
2011,NYS EITC,Essex,Essex,,2598,1489,573,21
2011,NYS EITC,Franklin,Franklin,,3831,2445,638,22
2011,NYS EITC,Fulton,Fulton,,4650,2912,626,23
2011,NYS EITC,Genesee,Genesee,,4147,2470,596,24
2011,NYS EITC,Greene,Greene,,3283,1809,551,25
2011,NYS EITC,Hamilton,Hamilton,,290,162,559,26
2011,NYS EITC,Herkimer,Herkimer,,4991,3110,623,27
2011,NYS EITC,Jefferson,Jefferson,,8491,5398,636,28
2011,NYS EITC,Lewis,Lewis,,1832,1112,607,29
2011,NYS EITC,Livingston,Livingston,,3856,2300,596,30
2011,NYS EITC,Madison,Madison,,4454,2764,620,31
2011,NYS EITC,Monroe,Monroe,,53944,33944,629,32
2011,NYS EITC,Montgomery,Montgomery,,4820,3087,640,33
2011,NYS EITC,Nassau,Nassau,,64449,37648,584,34
2011,NYS EITC,Niagara,Niagara,,15539,9262,596,35
2011,NYS EITC,Oneida,Oneida,,18568,12166,655,36
2011,NYS EITC,Onondaga,Onondaga,,33297,21178,636,37
2011,NYS EITC,Ontario,Ontario,,6796,4070,599,38
2011,NYS EITC,Orange,Orange,,22543,15501,688,39
2011,NYS EITC,Orleans,Orleans,,3133,1959,625,40
2011,NYS EITC,Oswego,Oswego,,9677,6026,623,41
2011,NYS EITC,Otsego,Otsego,,4135,2402,581,42
2011,NYS EITC,Putnam,Putnam,,3177,1500,472,43
2011,NYS EITC,Rensselaer,Rensselaer,,10260,6190,603,44
2011,NYS EITC,Rockland,Rockland,,17865,13825,774,45
2011,NYS EITC,St. Lawrence,St. Lawrence,,8001,5078,635,46
2011,NYS EITC,Saratoga,Saratoga,,10533,5882,558,47
2011,NYS EITC,Schenectady,Schenectady,,11485,7327,638,48
2011,NYS EITC,Schoharie,Schoharie,,1913,1092,571,49
2011,NYS EITC,Schuyler,Schuyler,,1461,893,611,50
2011,NYS EITC,Seneca,Seneca,,2475,1466,592,51
2011,NYS EITC,Steuben,Steuben,,7509,4646,619,52
2011,NYS EITC,Suffolk,Suffolk,,79987,47779,597,53
2011,NYS EITC,Sullivan,Sullivan,,6272,4115,656,54
2011,NYS EITC,Tioga,Tioga,,3701,2226,601,55
2011,NYS EITC,Tompkins,Tompkins,,5120,2802,547,56
2011,NYS EITC,Ulster,Ulster,,11526,6378,553,57
2011,NYS EITC,Warren,Warren,,4861,2732,562,58
2011,NYS EITC,Washington,Washington,,4756,2887,607,59
2011,NYS EITC,Wayne,Wayne,,6906,4341,629,60
2011,NYS EITC,Westchester,Westchester,,47780,28843,604,61
2011,NYS EITC,Wyoming,Wyoming,,2578,1482,575,62
2011,NYS EITC,Yates,Yates,,1824,1102,604,63
2011,NYS EITC,All Other *,Not Applicable,,31418,7714,246,64
2011,NYS EITC,Grand Total,Grand Total,,1593208,986327,619,65
2011,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,385,171,444,1
2011,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,534,247,462,2
2011,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,239,104,434,3
2011,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,450,195,433,4
2011,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,63,29,459,5
2011,NYS Noncustodial Parent EITC,Albany,Albany,,192,84,439,7
2011,NYS Noncustodial Parent EITC,Allegany,Allegany,,52,25,482,8
2011,NYS Noncustodial Parent EITC,Broome,Broome,,215,103,477,9
2011,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,115,63,551,10
2011,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,98,43,443,11
2011,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,155,74,480,12
2011,NYS Noncustodial Parent EITC,Chemung,Chemung,,107,54,508,13
2011,NYS Noncustodial Parent EITC,Chenango,Chenango,,61,27,451,14
2011,NYS Noncustodial Parent EITC,Clinton,Clinton,,87,43,489,15
2011,NYS Noncustodial Parent EITC,Columbia,Columbia,,38,18,487,16
2011,NYS Noncustodial Parent EITC,Cortland,Cortland,,66,30,456,17
2011,NYS Noncustodial Parent EITC,Delaware,Delaware,,27,12,454,18
2011,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,81,36,448,19
2011,NYS Noncustodial Parent EITC,Erie,Erie,,690,323,468,20
2011,NYS Noncustodial Parent EITC,Essex,Essex,,28,14,493,21
2011,NYS Noncustodial Parent EITC,Franklin,Franklin,,45,21,474,22
2011,NYS Noncustodial Parent EITC,Fulton,Fulton,,50,23,462,23
2011,NYS Noncustodial Parent EITC,Genesee,Genesee,,69,27,390,24
2011,NYS Noncustodial Parent EITC,Greene,Greene,,38,21,553,25
2011,NYS Noncustodial Parent EITC,Hamilton,Hamilton,d/,,,363,26
2011,NYS Noncustodial Parent EITC,Herkimer,Herkimer,,63,31,489,27
2011,NYS Noncustodial Parent EITC,Jefferson,Jefferson,,93,47,502,28
2011,NYS Noncustodial Parent EITC,Lewis,Lewis,,27,12,431,29
2011,NYS Noncustodial Parent EITC,Livingston,Livingston,,51,27,523,30
2011,NYS Noncustodial Parent EITC,Madison,Madison,,60,33,556,31
2011,NYS Noncustodial Parent EITC,Monroe,Monroe,,464,216,465,32
2011,NYS Noncustodial Parent EITC,Montgomery,Montgomery,,49,25,516,33
2011,NYS Noncustodial Parent EITC,Nassau,Nassau,,132,59,449,34
2011,NYS Noncustodial Parent EITC,Niagara,Niagara,,185,84,455,35
2011,NYS Noncustodial Parent EITC,Oneida,Oneida,,187,82,439,36
2011,NYS Noncustodial Parent EITC,Onondaga,Onondaga,,316,145,458,37
2011,NYS Noncustodial Parent EITC,Ontario,Ontario,,104,47,456,38
2011,NYS Noncustodial Parent EITC,Orange,Orange,,106,49,459,39
2011,NYS Noncustodial Parent EITC,Orleans,Orleans,,24,11,448,40
2011,NYS Noncustodial Parent EITC,Oswego,Oswego,,131,64,489,41
2011,NYS Noncustodial Parent EITC,Otsego,Otsego,,59,24,402,42
2011,NYS Noncustodial Parent EITC,Putnam,Putnam,d/,,,419,43
2011,NYS Noncustodial Parent EITC,Rensselaer,Rensselaer,,107,47,442,44
2011,NYS Noncustodial Parent EITC,Rockland,Rockland,,43,19,451,45
2011,NYS Noncustodial Parent EITC,St. Lawrence,St. Lawrence,,134,70,520,46
2011,NYS Noncustodial Parent EITC,Saratoga,Saratoga,,136,59,435,47
2011,NYS Noncustodial Parent EITC,Schenectady,Schenectady,,103,50,486,48
2011,NYS Noncustodial Parent EITC,Schoharie,Schoharie,,29,17,589,49
2011,NYS Noncustodial Parent EITC,Schuyler,Schuyler,,20,8,386,50
2011,NYS Noncustodial Parent EITC,Seneca,Seneca,,37,19,503,51
2011,NYS Noncustodial Parent EITC,Steuben,Steuben,,117,61,523,52
2011,NYS Noncustodial Parent EITC,Suffolk,Suffolk,,249,111,448,53
2011,NYS Noncustodial Parent EITC,Sullivan,Sullivan,,46,18,381,54
2011,NYS Noncustodial Parent EITC,Tioga,Tioga,,42,20,479,55
2011,NYS Noncustodial Parent EITC,Tompkins,Tompkins,,80,39,482,56
2011,NYS Noncustodial Parent EITC,Ulster,Ulster,,100,53,528,57
2011,NYS Noncustodial Parent EITC,Warren,Warren,,72,38,528,58
2011,NYS Noncustodial Parent EITC,Washington,Washington,,54,25,463,59
2011,NYS Noncustodial Parent EITC,Wayne,Wayne,,101,43,423,60
2011,NYS Noncustodial Parent EITC,Westchester,Westchester,,136,60,438,61
2011,NYS Noncustodial Parent EITC,Wyoming,Wyoming,,47,23,493,62
2011,NYS Noncustodial Parent EITC,Yates,Yates,,24,12,506,63
2011,NYS Noncustodial Parent EITC,Unclassified,Not Applicable,,0,0,0,64
2011,NYS Noncustodial Parent EITC,Grand Total,Grand Total,,7629,3542,464,65
2010,NYC EITC,New York City - Bronx,Bronx,,194553,22743,117,1
2010,NYC EITC,New York City - Kings,Kings,,289794,32050,111,2
2010,NYC EITC,New York City - Manhattan,Manhattan,,120327,10963,91,3
2010,NYC EITC,New York City - Queens,Queens,,233307,23118,99,4
2010,NYC EITC,New York City - Richmond,Richmond,,28018,2911,104,5
2010,NYC EITC,"Total, Non-New York City Counties","Total, Non-New York City Counties",,8488,898,106,7
2010,NYC EITC,All Other *,Not Applicable,,7776,389,50,9
2010,NYC EITC,Grand Total,Grand Total,,882263,93073,105,65
2010,NYS EITC,New York City - Bronx,Bronx,,191615,131493,686,1
2010,NYS EITC,New York City - Kings,Kings,,283395,185401,654,2
2010,NYS EITC,New York City - Manhattan,Manhattan,,116996,63195,540,3
2010,NYS EITC,New York City - Queens,Queens,,227345,133386,587,4
2010,NYS EITC,New York City - Richmond,Richmond,,27396,16871,616,5
2010,NYS EITC,Albany,Albany,,17991,10474,582,7
2010,NYS EITC,Allegany,Allegany,,3461,2144,619,8
2010,NYS EITC,Broome,Broome,,14344,8553,596,9
2010,NYS EITC,Cattaraugus,Cattaraugus,,6577,4153,631,10
2010,NYS EITC,Cayuga,Cayuga,,5532,3302,597,11
2010,NYS EITC,Chautauqua,Chautauqua,,10921,6858,628,12
2010,NYS EITC,Chemung,Chemung,,7102,4360,614,13
2010,NYS EITC,Chenango,Chenango,,4311,2671,620,14
2010,NYS EITC,Clinton,Clinton,,5434,3101,571,15
2010,NYS EITC,Columbia,Columbia,,3889,2166,557,16
2010,NYS EITC,Cortland,Cortland,,3674,2226,606,17
2010,NYS EITC,Delaware,Delaware,,3356,2001,596,18
2010,NYS EITC,Dutchess,Dutchess,,13492,7455,553,19
2010,NYS EITC,Erie,Erie,,60994,36870,604,20
2010,NYS EITC,Essex,Essex,,2612,1459,559,21
2010,NYS EITC,Franklin,Franklin,,3704,2309,623,22
2010,NYS EITC,Fulton,Fulton,,4606,2801,608,23
2010,NYS EITC,Genesee,Genesee,,4086,2440,597,24
2010,NYS EITC,Greene,Greene,,3216,1753,545,25
2010,NYS EITC,Hamilton,Hamilton,,295,164,554,26
2010,NYS EITC,Herkimer,Herkimer,,4965,3049,614,27
2010,NYS EITC,Jefferson,Jefferson,,8160,5138,630,28
2010,NYS EITC,Lewis,Lewis,,1778,1055,593,29
2010,NYS EITC,Livingston,Livingston,,3840,2249,586,30
2010,NYS EITC,Madison,Madison,,4486,2692,600,31
2010,NYS EITC,Monroe,Monroe,,52883,32784,620,32
2010,NYS EITC,Montgomery,Montgomery,,4659,2919,627,33
2010,NYS EITC,Nassau,Nassau,,61878,35442,573,34
2010,NYS EITC,Niagara,Niagara,,15222,9000,591,35
2010,NYS EITC,Oneida,Oneida,,18155,11598,639,36
2010,NYS EITC,Onondaga,Onondaga,,32558,20285,623,37
2010,NYS EITC,Ontario,Ontario,,6651,3927,590,38
2010,NYS EITC,Orange,Orange,,21441,14290,666,39
2010,NYS EITC,Orleans,Orleans,,3154,1926,611,40
2010,NYS EITC,Oswego,Oswego,,9588,5913,617,41
2010,NYS EITC,Otsego,Otsego,,4129,2371,574,42
2010,NYS EITC,Putnam,Putnam,,3058,1438,470,43
2010,NYS EITC,Rensselaer,Rensselaer,,9921,5865,591,44
2010,NYS EITC,Rockland,Rockland,,16406,11982,730,45
2010,NYS EITC,St. Lawrence,St. Lawrence,,7985,4988,625,46
2010,NYS EITC,Saratoga,Saratoga,,10408,5724,550,47
2010,NYS EITC,Schenectady,Schenectady,,11212,6902,616,48
2010,NYS EITC,Schoharie,Schoharie,,1945,1086,558,49
2010,NYS EITC,Schuyler,Schuyler,,1453,877,603,50
2010,NYS EITC,Seneca,Seneca,,2408,1435,596,51
2010,NYS EITC,Steuben,Steuben,,7475,4550,609,52
2010,NYS EITC,Suffolk,Suffolk,,76732,44749,583,53
2010,NYS EITC,Sullivan,Sullivan,,6073,3824,630,54
2010,NYS EITC,Tioga,Tioga,,3630,2189,603,55
2010,NYS EITC,Tompkins,Tompkins,,5041,2727,541,56
2010,NYS EITC,Ulster,Ulster,,11364,6102,537,57
2010,NYS EITC,Warren,Warren,,4812,2691,559,58
2010,NYS EITC,Washington,Washington,,4634,2818,608,59
2010,NYS EITC,Wayne,Wayne,,6848,4200,613,60
2010,NYS EITC,Westchester,Westchester,,46448,27451,591,61
2010,NYS EITC,Wyoming,Wyoming,,2523,1439,571,62
2010,NYS EITC,Yates,Yates,,1853,1131,611,63
2010,NYS EITC,All Other *,Not Applicable,,29369,7339,250,64
2010,NYS EITC,Grand Total,Grand Total,,1551489,943749,608,65
2010,NYS Noncustodial Parent EITC,New York City - Bronx,Bronx,,338,144,425,1
2010,NYS Noncustodial Parent EITC,New York City - Kings,Kings,,495,217,438,2
2010,NYS Noncustodial Parent EITC,New York City - Manhattan,Manhattan,,233,101,435,3
2010,NYS Noncustodial Parent EITC,New York City - Queens,Queens,,398,178,448,4
2010,NYS Noncustodial Parent EITC,New York City - Richmond,Richmond,,63,27,428,5
2010,NYS Noncustodial Parent EITC,Albany,Albany,,198,86,432,7
2010,NYS Noncustodial Parent EITC,Allegany,Allegany,,51,26,510,8
2010,NYS Noncustodial Parent EITC,Broome,Broome,,219,108,495,9
2010,NYS Noncustodial Parent EITC,Cattaraugus,Cattaraugus,,125,63,503,10
2010,NYS Noncustodial Parent EITC,Cayuga,Cayuga,,87,39,451,11
2010,NYS Noncustodial Parent EITC,Chautauqua,Chautauqua,,184,83,453,12
2010,NYS Noncustodial Parent EITC,Chemung,Chemung,,107,52,489,13
2010,NYS Noncustodial Parent EITC,Chenango,Chenango,,60,28,463,14
2010,NYS Noncustodial Parent EITC,Clinton,Clinton,,84,40,475,15
2010,NYS Noncustodial Parent EITC,Columbia,Columbia,,37,17,447,16
2010,NYS Noncustodial Parent EITC,Cortland,Cortland,,63,31,491,17
2010,NYS Noncustodial Parent EITC,Delaware,Delaware,,29,16,536,18
2010,NYS Noncustodial Parent EITC,Dutchess,Dutchess,,87,42,482,19
2010,NYS Noncustodial Parent EITC,Erie,Erie,,688,320,465,20
2010,NYS Noncustodial Parent EITC,Essex,Essex,,33,14,428,21
2010,NYS Noncustodial Parent EITC,Franklin,Franklin,,37,15,398,22
2010,NYS Noncustodial Parent EITC,Fulton,Fulton,,68,32,472,23
2010,NYS Noncustodial Parent EITC,Genesee,Genesee,,62,28,452,24
2010,NYS Noncustodial Parent EITC,Greene,Greene,,36,14,396,25
2010,NYS Noncustodial Parent EITC,Hamilton,Hamilton,d/,,,661,26
